Reino,Subreino,Rama,Grado,Serie,Phylum,Subphylum,Superclase,Clase,Superorden,Orden,Suborden,Superfamilia,Familia,Subfamilia,Género,Especie,Descripción,Subclase,Infraclase,Infraorden
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Morphinae,Morpho,achilles,"   Esta mariposa tiene la cara superior de las alas atravesada por una franja de color azul irisado, que resulta, sin embargo, difícil de ver, porque suele posarse con las alas cerradas, despistando a los posibles predadores, que además suelen lanzarse sobre los ocelos de la cara inferior, dejando el cuerpo libre de daño. La banda azul es más estrecha hacia el ápice de las alas y más ancha en la zona media.     Presenta un vuelo ondulante y bajo, con largos planeos, entre los que aparece como un destello luminoso la cara azul de las alas.    Tiene una amplia distribución entre Colombia, Venezuela, Guyana y Surinam, alcanzando Perú, Bolivia, Ecuador, Paraguay y Brasil. Solo vive en las selvas entre 200 y 1000 metros de altitud. Se reconocen al menos 8 subespecies.  Rev: abril-11 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Heliconiinae,Heliconius,melpomene,"   Estas mariposas presentan un patrón de color muy variable, en el que predominan el rojo, el negro, el blanco y el naranja. Se distinguen más de 30 subespcies geográficas. Además, en muchos lugares presentan la misma coloración (co-mimetismo) que el pequeño cartero, lo que dificulta enormemente su determinación.     Vuelan sobre lugares bajos y calientes en los linderos de los bosques de galería siempre verdes de las regiones tropicales de América, desde Centroamérica hasta el sur de Brasil.     Su coloración aposemática, es una aviso para los posibles depredadores, pues su cuerpo se haya impregnado de toxinas provenientes de las plantas hospedadoras de las larvas, que son exclusivamente del género Passiflora.  Rev: mayo-11 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Satyrinae,Argyrophorus,argenteus,"      Esta mariposa es propia de los Andes y la Patagonia, entre Chile y    Argentina, desde los mil metros hasta más de 2200 de altitud.          De color plateado metálico, sus alas brillan a la luz. En la cara    inferior aparecen círculos y manchones de color tierra. Superan los    cuatro centímetros de envergadura alar.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Papilionidae,Papilioninae,Papilio,polytes,"   Esta preciosa mariposa se extiende por gran parte del continente asiático, desde Pakistán hasta Indonesia y Filipinas, y se la puede encontrar cerca de las poblaciones y jardines con limoneros y otros árboles afines.     Los machos presentan las alas negras, con puntos blancos en el borde de las anteriores que disminuyen de tamaño hacia el ápex, mientras que las posteriores presentan una banda discal de manchas blancas alargadas, y en ocasiones con medias lunas rojas en el margen. Aunque el tamaño puede variar de unas regiones a otras, pueden alcanzar los 10 centímetros de envergadura alar.      Las hembras, sin embargo, pueden aparecer en tres fases distintas (""dimorfismo""). En la forma ""cyrus"" son como los machos, con medias lunas rojas marginales bien visibles. En las formas ""stichius"" y ""romulus"", las alas anteriores presentan una región central más clara y las posteriores tienen menos manchas blancas y otras naranjas bordeando a aquéllas, de manera que se parecen a las mariposas tóxicas del género Pachliopta, e intimidan así a sus posibles predadores. En particular, la forma ""stichius"" es mimética de la rosa común y la forma ""romulus"" de la rosa escarlata y abundan respectivamente en los mismos lugares que las especies a las que se asemejan.      Las hembras fecundadas depositan los huevos de uno en uno en la parte superior de las hojas. Las larvas, de color verde brillante, presentan también manchas y ocelos con finalidad intimidatoria, y tienen un engrosamiento sobre la cabeza que semeja una cabeza mucho mayor que la propia. La pupa es verde y se sitúa en la parte inferior de las hojas.     Poseen una larga espiritrompa que les permite alcanzar el néctar en flores acampanadas de jardín como Lantana, Jatropha, Ixora y Mussaenda, también son frecuentes sobre diversos cítricos; mientras que en los bosques prefieren visitar Asystasia, Peristrophe y Jasminum.     Por tener hembras diferentes se les puso el nombre de ""mormones"" y a esa diversidad alude también el témino de su especie ""polytes"".  Rev: agosto-15 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Papilionidae,Papilioninae,Papilio,rumanzovia,"   Esta espectacular mariposa suele posarse con las alas desplegadas y resulta, además bastante indolente, permaneciendo quieta largos periodos de tiempo.     Muestra una enorme variabilidad en el patrón de color, de manera que pueden tener el fondo de las alas blanco o negro, y poseer más o menos manchas rojas, aunque, en general, las alas anteriroes presentan un rayado blanco sobre fondo negro. El cuerpo es negro por la parte superior y rojo por la inferior, en clara señal de advertencia a su depredadores sobre su desagradable sabor (coloración ""aposemática"").     Además de su colorido, resulta espectacular por su envergadura alar, que puede alcanzar los quince centímetros.     La larva se alimenta principalmente de flores del género Aristolochia.      Es propia del sudeste asiático, desde la India y Sri Lanka hasta China y Malasia, y desde Filipinas en el norte, hasta el norte de Australia por el sur, preferentemente en los límites de los bosques tropicales, en zonas bien soleadas.  Rev: agosto-06 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Morphinae,Morpho,zephyritis,"      Esta mariposa de extraordinaria coloración irisada azul plata, tiene    un hábitat muy reducido a ciertas zonas de las selvas tropicales    de Bolivia y Perú.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Charaxinae,Agrias,narcissus,"      Esta especie puede encontrarse desde Méjico hasta las riberas    del río Amazonas, donde presentan comportamientos más    gregarios que en el resto de su territorio de distribución.          La cara inferior de las alas muestra una coloración críptica,    en nada parecida al espectacular diseño rojo, negro y azul de su    cara superior.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Bombycoidea,Saturniidae,Hemileucinae,Polythysana,cinerascens,"      Las larvas de estos lepidópteros sudamericanos, que pueden    alcanzar los seis    centímetros de longitud, son activas defoliadoras nocturnas, y    están provistas de unos pelillos que les sirven de anclaje a    las hojas de las que se alimentan.         Los adultos vuelan desde finales de enero hasta abril.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Geometroidea,Geometridae,Geometrinae,Dysphania,sp.,"     Se trata de un lepidóptero nocturno originario de Nueva Guinea   Papúa, que presenta una preciosas alas tornasoladas, con la parte posterior   de un amarillo muy intenso, del mismo color que la cabeza y las franjas de su   abdomen.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Noctuoidea,Noctuidae,Ophiderinae,Thysania,agrippina,"      Este lepidóptero nocturno puede alcanzar los 27 centímetros    de envergadura alar, siendo la mariposa más grande del mundo. Su    hábitat está siendo paulatinamente destruido por la    deforestación.          Habita en zonas elevadas de Centroamérica, de las que desciende    cuando empiezan las lluvias.    ",Pterygota,Neoptera,Heteroneura
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Biblidinae,Diaethria,clymena,"      Las alas de esta mariposa, que pueden superar los cuatro centímetros    de envergadura, son negras con bandas azules iridiscentes en los bordes, por    la parte superior, mientras que por la inferior, las anteriores son rojas    y las posteriores muestran en negro sobre blanco, un característico ""88"" u    ""89"".          Viven en los bosques húmedos tropicales de América. Las    orugas se alimentan sobre Ulmaceae, mientras que los adultos    prefieren frutos maduros.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Papilionidae,Papilioninae,Ornithoptera,chimaera,"      Estas enormes mariposas son endémicas de Nueva Guinea Papúa,    donde su captura está terminantemente prohibida y castigada.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Biblidinae,Panacea,prola,"      Esta mariposa de colores azules y verdes tornasolados en la cara    superior de sus alas, tiene por la parte inferior, las alas posteriores    completamente rojas, y las anteriores presentan un curioso diseño    azul y negro, con manchas rojas en el borde interno.          Vive en las regiones tropicales sudamericanas, y se han descrito    emigraciones periódicas hacia el Pacífico.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Heliconiinae,Argynnis,pandora,"   Esta mariposa se haya difundida por toda la geografía europea llegando hasta India y Pakistán, y es bastante frecuente en la Península Ibérica; también en el noroeste de África y en las islas Canarias. Vuela durante los meses de mayo a octubre, aunque es posible que, al menos las hembras, tengan un periodo de estivación durante los días más calurosos del verano. Se puede ver desde el nivel del mar hasta los 1800 metros de altitud.     Alcanzan los 7 centímetros de envergadura, siendo las hembras ligeramente más grandes. Por la parte superior, las alas de los machos son de color naranja rojizo con manchas negras, tornándose verdosa en la región basal y con claras marcas androconiales, mientras que las hembras son más pardas, incluso completamente verdosas. Por la cara inferior, las alas anteriores repiten el dibujo de la cara superior, con una mancha amarillenta o verdosa en la región apical y, en los machos, una mancha muy característica de color rojo ladrillo o violeta en la base; las alas posteriores son verdes con rayas estrechas plateadas, más perceptibles en las hembras, y en ocasiones 5 puntos de color blanco nácar. Este dibujo les proporciona un camuflaje perfecto en el envés de las hojas de los olmos.     En la cabeza, los ojos están bien separados, y las antenas acaban en unas mazas alargadas.     Cuando se posa, junta las alas sobre el cuerpo y, normalmente, las posteriores cubren a las anteriores, ocultando las manchas rojizas de los machos. Se alimenta del néctar de diversas plantas, en especial de las familias Urticaceae y Cornaceae.     Las hembras pueden poner hasta 2000 huevos en unos quince días después del apareamiento.     Su oruga, de hasta 3.5 centímetros, es de color beige, profusamente cubierta de pelillos, con un banda negra salpicada de rojo en la parte superior. Eclosionan antes del invierno y permanecen en ese estado hasta la primavera, formando la crisálida entre mayo y junio. Se alimenta de violetas (Viola odorata, Viola tricolor...)  Rev: abril-11 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Charaxinae,Prepona,omphale,"     Esta mariposa se alimenta de fruta en descomposición. La cara inferior de sus   alas presenta una coloración de camuflaje de tonos grisáceos, mientras que   la cara superior muestra un fondo negro brillante cortado por varias cortinas   tornasoladas azules.         Vive en las zonas neotropicales de América.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Chlorophanus,sp.,"      Estos gorgojos se distinguen por los laterales escamosos de color verdeamarillento, tanto en el escudo    cervical como en los élitros.          Viven en zonas húmedas, en especial sobre sauces, alisos y ortigas.    ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,Hylobius,abietis,"      Este gorgojo puede alcanzar el centímetro de longitud, y es la especie más frecuente de    gorgojo en nuestras latitudes, en especial en los bosques de coníferas. Su vida puede durar     más de cinco años.          Las hembras ponen los huevos en los troncos de las piceas o de los pinos recién talados, y las     larvas, que son inofensivas, viven junto a los tocones en descomposición, hasta que penetran en     la madera excavando una galería en forma de gancho, en cuyo extremo pupan. Los nuevos gorgojos    salen en primavera.    ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Anoplophora,solii,"      Este insecto tiene predilección por la madera de los arces, pero    ataca también a los abedules, los sauces, los castaños,    los álamos y los olmos.          Los escarabajos adultos miden unos dos centímetros. Presentan    puntos blancos sobre fondo negro sobre el tórax y el abdomen.    Las antenas presentan bandas negras y azuladas.    ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanus,bromius,"   Las hembras de estos insectos infligen dolorosos picotazos a los animales, y al hombre, para chuparles la sangre. Para que la herida no coagule, inoculan su saliva, lo que puede acarrear diversas infecciones. Los machos, por su parte, se nutren de néctar y de polen de diversas flores.     Miden aproximadamente un centímetro y medio, pudiendo llegar a los dos, y son muy robustos. Los segmentos abdominales muestran marcas negras y amarillentas o amarronadas. Presentan unos enormes ojos prominentes de un color verde fuertemente irisado, y que lucen una banda oblicua de color púrpura.     Los adultos vuelan entre julio y agosto, y son comunes en casi toda Europa, por debajo de los 2200 metros de altitud, en lugares bien soleados.     La puesta de los huevos se realiza sobre las hojas de las plantas acuáticas, para lo que la hembra puede llegar a sumergirse completamente. Las larvas, que se desarrollan en terrenos encharcados, son todavía poco conocidas, pero se sabe que son carnívoras y caníbales, y que pasan al menos por nueve estadios intermedios.    Rev: noviembre-10 ",Pterygota,Neoptera,Tabanomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Nymphalinae,Vanessa,atalanta,"   Esta mariposa se caracteriza por la franja roja que atraviesa sus alas como una orla, finamente punteada en las traseras. Supera los cinco centímetros de envergadura.     La cara inferior de las alas presenta colores grisáceos y ocres, aunque las anteriores siguen mostrando la orla roja y algunas manchas apicales blancas.     Se ha comprobado que estas mariposas ""deciden"" cómo poner sus alas al posarse en función del terreno, para lograr el máximo mimetismo posible; así, en suelos áridos plegarán las alas por encima del cuerpo y esconderán las anteriores bajo las posteriores, mientras que sobre las flores mantendrán las alas desplegadas mostrando su magnífica librea.     Es una mariposa habitual desde el nivel del mar hasta los dos mil metros de altitud. Se la puede observar muy bien en otoño, cuando vuela hacia los frutales para absorber el jugo de las frutas que se van pudriendo.     Las orugas, que se alimentan de ortigas (Urtica) y cardos (Asteraceas), pueden presentar distintos colores, pero siempre tienen una franja amarilla en los laterales, con finas púas del mismo color.     Su área de distribución comprende gran parte de Europa, Asia y América del Norte.     Son migradores parciales, de manera que las regiones meridionales recogen en invierno a los individuos del norte y centro, que se reproducen, de manera que la nueva generación recoloniza las tierras de sus progenitores en la primavera siguiente.  Rev: agosto-08 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Chrysolina,fastuosa,"   Este pequeño escarabajo de apenas medio centímetro de tamaño corporal, presenta los élitros, el escudo cervical y la cabeza con tonos dorados tornasolados de verde, y una ancha banda longitudinal en los élitros de color rojizo.     Son muy abundantes entre las ortigas (Urtica y Lamium) y otras labiadas (Labiatae), que son el alimento tanto de las larvas como de los adultos.     Las larvas ingieren las toxinas de las plantas, sin embargo, no se ven afectadas por ello.     Se distribuyen por todas las zonas templadas desde las costas europeas del océano Atlántico hasta el archipiélago del Japón.  Rev: octubre-14 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Rutelinae,Chrysina,aurigans,"      Este escarabajo es propio de América Central, donde habita los bosques húmedos en terrenos    de poca elevación.          Es muy poco frecuente encontrar los adultos en el campo, probablemente la mayoría de ellos pasan la mayor    parte de su vida en las copas de los árboles. Tienen hábitos nocturnos y posiblemente en la noche es     cuando las hembras bajan a poner los huevos en los troncos podridos del piso del bosque.      ",Pterygota,Neoptera,Scarabaeiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Rutelinae,Chrysina,resplendens,"      La soberbia coloración de estos escarabajos es producida tanto por sustancias encontradas en la cutícula    del esqueleto externo del insecto como por su estructura microscópica laminada que produce la reflexión de    la luz, dando colores metálicos.           Aunque pudiera parecer lo contrario, esta coloración resulta críptica en su entorno natural, al     reflejar los colores circundantes, haciéndolos casi invisibles para los posibles depredadores.    ",Pterygota,Neoptera,Scarabaeiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Dynastinae,Megasoma,mars,"   Estos escarabajos pueden superar los 12 centímetros de longitud total. El crecimiento se completa en unos tres años.     Ambos sexos presentan el cuerpo de color negro muy brillante. Los machos presentan ""cuernos"" torácicos esbeltos y que apuntan hacia afuera, y un grandioso cuerno cefálico ligeramente curvado hacia arriba, y con dos excrecencias puntiagudas en su zona basal.     Las hembras son más pequeñas y menos robustas, y carecen de los ""cuernos"" de los machos. Sus élitros son de aspecto suave, poco granulados.     Tienen patas poderosas armadas de fuertes uñas dispuestas para aferrarse a las ramas de los árboles. Cuando uno de estos escarabajos esta bien aferrado a su rama, resulta realmente difícil desprenderlo de ella.     Disfrutan de un gran olfato y de una buena vista.     El área de distribución de esta especie comprende gran parte de la región oeste de la cuenca del Amazonas, en Brasil y Colombia, aunque es poco frecuente.  Rev: mayo-06 ",Pterygota,Neoptera,Scarabaeiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Phanaeus,demon,      Estos preciosos escarabajos del estiércol son propios de México y otras    regiones centroamericanas.          Parece ser que se guían por el olfato para localizar los excrementos del    ganado.    ,Pterygota,Neoptera,Scarabaeiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Sagrinae,Sagra,buqueti,"      Este escarabajo presenta un increíble colorido verde metálico tornasolado, y unas largas    patas posteriores, que han hecho que sea conocido en algunos lugares como el 'escarabajo rana'.     Su tamaño alcanza los tres centímetros.          Tanto las larvas como los adultos se alimentan exclusivamente sobre una planta propia del sudeste     tropical asiático.    ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Phasmatodea,Verophasmatodea,,Phasmatidae,Phasmatinae,Pharnacia,serratypes,"     Probablemente éste sea el insecto más largo del mundo, pudiendo superar   los 35 centímetros.         Habita los bosques sombríos de Malasia y Singapur, y acompaña el    mimetismo de su figura con la lentitud de sus movimientos.    ",Pterygota,Neoptera,Anareolatae
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Phasmatodea,Verophasmatodea,,Phasmatidae,Phasmatinae,Phasma,gigas,"      Estos enormes insectos-palo, que habitan en Nueva Guinea Papúa, se cuentan    entre los insectos más antiguos que se conocen.          Las hembras son más grandes que los machos, pudiendo alcanzar los veinte    centímetros de longitud.    ",Pterygota,Neoptera,Anareolatae
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Phaneropterinae,Phaneroptera,nana,"   Este saltamontes se haya distribuido por toda la cuenca mediterránea, se caracteriza por sus largas alas que sobrepasan ampliamente los élitros a pesar del buen desarrollo de éstos. El oviscapto de las hembras es muy largo y está acodado hacia la derecha.     Las patas saltadoras presentan una musculatura mucho más desarrollada que en especies afines.     Presentan el órgano auditivo en las tibias anteriores.     Tanto los machos como las hembras cantan, haciendo un dúo: la canción del macho es contestada por una corta réplica de la hembra.     Su rango de distribución comprende desde Europa meridional hasta Asia Menor y todo el norte de África, en zonas de matorral o hierbas altas.  Rev: septiembre-08 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Bombycoidea,Sphingidae,Sphinginae,Agrius,convolvulvi,"          La cara superior de las alas presenta un color jaspeado pardo      grisáceo sin interrupciones notables, que permite un camuflaje      casi perfecto sobre las cortezas de los árboles. Posee una      espiritrompa de casi diez centímetros de longitud.                Es frecuente en toda la península ibérica hasta los      1600 metros de altitud.      ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,Vespula,germanica,"   Estas avispas pueden alcanzar los dos centímetros de longitud corporal, y son bastante frecuentes, sobre todo en veranos muy calurosos. Tiene las patas cortas y las pliega al volar. Las antenas son negras y tienen 12 o 13 segmentos. El abdomen es muy abultado y presenta un típico patrón amarillo y negro.     Cazan en vuelo otros insectos con los que las obreras alimentan a las larvas y a la reina, mientras que las obreras se alimentan principalmente de néctar.     Las hembras fecundadas, que son los únicos miembros de la colonia que sobreviven al invierno, construyen su nido invernal en agujeros abandonados por otros animales, en especial en los troncos de los árboles.     En plena primavera, las avispas se reactivan y comienzan la formación de una nueva colonia, de tan solo 10 o 15 individuos, ya que es la propia reina la que se debe encargar de todas las funciones, desde la fabricación de las celdillas a la alimentación de las larvas. Esta primera generación estará formada exclusivamente por obreras.     A partir de la eclosión, la reina concentra toda su energía en la puesta de huevos, y son las obreras las encargadas de la ampliación del avispero y de la alimentación y limpieza de las larvas. De esta forma, en verano algunos avisperos pueden llegar a contener colonias de varios miles de individuos.     Al final del verano se produce una generación distinta de individuos sexualmente capacitados, tanto machos como hembras, que se dispersarán; las hembras serán fecundadas y se volverán a esconder para pasar el nuevo invierno.     Su veneno presenta una alta toxicidad y puede producir efectos fatales en individuos alérgicos.  Rev: abril-11 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,Dolichovespula,sylvestris,"   Como casi todas las avispas, los adultos de esta especie se alimentan en exclusiva de productos vegetales, pero cazan, sobre todo otros insectos, para alimentar a las larvas.     Roen la madera de los árboles para formar, junto con su saliva, la pasta con la que fabrican los avisperos.     Llegan a alcanzar 19 milímetros de longitud corporal, y se caracterizan, además de por el dibujo amarillo y negro de su abdomen, por poseer tres manchitas en el clípeo facial y por presentar el primer artejo de las antenas de color amarillo.      Esta avispa aparece por toda Europa, incluso en regiones al norte del círculo polar; en el noroeste africano, y en gran parte de centro y oeste de Asia.  Rev: enero-06 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Cynipoidea,Cynipidae,Cynipinae,Diplolepis,rosae,"   Estas avispas ponen sus huevos en el interior de  los rosales, induciendo la formación de una agalla lanuda de hasta 5 centímetros, con largos pelos rojizos, que facilita el reconocimiento de la especie. Dentro de la agalla hay diversas cámaras, ocupadas cada una por una larva.     El imago mide unos 5 milímetros de tamaño y tiene la cabeza y el tórax de color negro, mientras que el abdomen es rojizo en la hembra y negro en el macho.     Tienen una sola generación por año. Se calcula que por cada cien hembras de avispa de las agallas del rosal, nace un solo macho.  Rev: agosto-15 ",Pterygota,Neoptera,Parasitica
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ichneumoninae,Ichneumon,suspiciosus,"   Esta avispa parásita presenta una magnífica librea negra y roja. Destacan también los artejos medios de las antenas, que suelen ser de color amarillo.     La carencia del largo oviscapto de las hembras que muestran otras especies de su familia, indica que parasita orugas que encuentra sobre las plantas. Introduce un huevo en el interior del cuerpo parasitado, que servirá de alimento a la larva cuando eclosione.     Tienen un importante papel en la conservación del equilibrio natural, pues su número aumenta rápidamente cuando, por cualquier causa, aumenta el número de la especie parasitada.  Rev: septiembre-15 ",Pterygota,Neoptera,Parasitica
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Miroidea,Miridae,,Lygocoris,pabulinus,"          Estos insectos minúsculos, poseen un aparato bucal de tipo      succionador, que puede ser más grande que un tercio de la      longitud total de su cuerpo, y que utilizan para traspasar la      cutícula de los tallos de las plantas de las que se alimenta.      ",Pterygota,Neoptera,Cimicomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Pyrrhocoroidea,Pyrrhocoridae,,Pyrrhocoris,apterus,"   Esta es una chinche muy común en toda la región Paleártica, desde la costa atlántica de Europa hasta el noroeste de China. También se ha encontrado en la India, América Central y Estados Unidos.     Su cuerpo mide algo más de un centímetro, aunque pueden ser mucho menores. Muestra los élitros de color rojo con una mancha negra grande y otra más pequeña -a veces ausente-, en cada uno. Las alas membranosas están claramente acortadas, por lo que no pueden volar. La cabeza es negra y el pronoto rojo con dos grandes manchas negras simétricas, que se unen en el centro.     Las ninfas presentan menos manchas negras, que se pueden limitar a tres pequeños puntos sucesivos en el plano sagital del mesonoto y a los hemiélitros, que son negros como la cabeza, las antenas y las patas.      Posee unas poderosas piezas bucales chupadoras de jugos vegetales. Se asocian a Althaea, Hibiscus, Malva y Tilia, pero su alimento preferido son las malvas (Malva sylvestris), sobre las que suelen verse en grupo de entre decenas y cientos de individuos, en especial en el caso de las larvas, éstas tienen hábitos carnívoros y a veces muestran canibalismo.     Los huevos son de forma ovoide, blanquecinos, aunque se vuelven amarillentos o rojizos al final del desarrollo. La eclosión se produce en unos diez días. Las larvas pasan por cinco estadios antes de convertirse en adultos.     Aunque pueden encontrarse en cualquier época del año en grupos bajo las plantas o corriendo sobre el suelo, son bastante sensibles al frío, y dejan de alimentarse cuando bajan las temperaturas.  Rev: mayo-14 ",Pterygota,Neoptera,Pentatomomorpha
